subject,object,provided_by,predicate,api_name,api_id
BiologicalProcess,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Device,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Activity,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
InformationContentEntity,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhenotypicFeature,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
DiseaseOrPhenotypicFeature,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ProteinFamily,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Agent,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalEntity,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularActivity,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Pathway,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GrossAnatomicalStructure,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Protein,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Gene,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
CellLine,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Procedure,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Polypeptide,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ClinicalIntervention,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Drug,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Food,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PathologicalProcess,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Treatment,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Disease,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhysicalEntity,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MaterialSample,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeneFamily,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalMixture,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeographicLocation,LifeStage,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalProcess,GeographicLocation,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NamedThing,GeographicLocation,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Device,GeographicLocation,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
SmallMolecule,GeographicLocation,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Procedure,GeographicLocation,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Activity,GeographicLocation,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularEntity,GeographicLocation,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalEntity,GeographicLocation,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Drug,GeographicLocation,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalEntity,GeographicLocation,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhenotypicFeature,Treatment,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalEntity,Treatment,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Protein,Treatment,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
DiseaseOrPhenotypicFeature,Treatment,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Disease,Treatment,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Drug,Treatment,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
InformationContentEntity,Treatment,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Gene,Treatment,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NamedThing,Treatment,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Polypeptide,Treatment,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Procedure,Treatment,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ClinicalIntervention,Treatment,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NucleicAcidEntity,Treatment,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularEntity,Treatment,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NucleicAcidEntity,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalEntity,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Behavior,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
SmallMolecule,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PathologicalProcess,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Agent,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Protein,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Device,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Pathway,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NamedThing,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Cell,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Procedure,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Polypeptide,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Gene,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MaterialSample,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Activity,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PopulationOfIndividualOrganisms,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalMixture,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Publication,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhenotypicFeature,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
AnatomicalEntity,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
DiseaseOrPhenotypicFeature,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Drug,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
InformationContentEntity,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Disease,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Phenomenon,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalProcess,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GrossAnatomicalStructure,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
CellularComponent,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularActivity,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Food,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeneFamily,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Cohort,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhysicalEntity,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeographicLocation,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularEntity,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
OrganismTaxon,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ClinicalIntervention,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalEntity,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Treatment,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ProteinFamily,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Vitamin,Agent,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Drug,Disease,,treats,OpenPredict API,e9f69b81e755e163fdf6c41a2b5e07c0
OrganismTaxon,PhenotypicFeature,,ameliorates,Automat Robokop KG (trapi v-1.2.0),882388ba314a61484ba79268bcc93675
SmallMolecule,PhenotypicFeature,,ameliorates,Automat Robokop KG (trapi v-1.2.0),882388ba314a61484ba79268bcc93675
SmallMolecule,PhenotypicFeature,,treats,Automat Robokop KG (trapi v-1.2.0),882388ba314a61484ba79268bcc93675
ChemicalEntity,PhenotypicFeature,,ameliorates,Automat Robokop KG (trapi v-1.2.0),882388ba314a61484ba79268bcc93675
ChemicalEntity,PhenotypicFeature,,treats,Automat Robokop KG (trapi v-1.2.0),882388ba314a61484ba79268bcc93675
Polypeptide,PhenotypicFeature,,ameliorates,Automat Robokop KG (trapi v-1.2.0),882388ba314a61484ba79268bcc93675
MolecularMixture,PhenotypicFeature,,ameliorates,Automat Robokop KG (trapi v-1.2.0),882388ba314a61484ba79268bcc93675
MolecularMixture,PhenotypicFeature,,treats,Automat Robokop KG (trapi v-1.2.0),882388ba314a61484ba79268bcc93675
ComplexMolecularMixture,PhenotypicFeature,,ameliorates,Automat Robokop KG (trapi v-1.2.0),882388ba314a61484ba79268bcc93675
AnatomicalEntity,Disease,,ameliorates,Automat Robokop KG (trapi v-1.2.0),882388ba314a61484ba79268bcc93675
OrganismTaxon,Disease,,ameliorates,Automat Robokop KG (trapi v-1.2.0),882388ba314a61484ba79268bcc93675
SmallMolecule,Disease,,ameliorates,Automat Robokop KG (trapi v-1.2.0),882388ba314a61484ba79268bcc93675
SmallMolecule,Disease,,treats,Automat Robokop KG (trapi v-1.2.0),882388ba314a61484ba79268bcc93675
ChemicalEntity,Disease,,ameliorates,Automat Robokop KG (trapi v-1.2.0),882388ba314a61484ba79268bcc93675
ChemicalEntity,Disease,,treats,Automat Robokop KG (trapi v-1.2.0),882388ba314a61484ba79268bcc93675
Polypeptide,Disease,,ameliorates,Automat Robokop KG (trapi v-1.2.0),882388ba314a61484ba79268bcc93675
MolecularMixture,Disease,,ameliorates,Automat Robokop KG (trapi v-1.2.0),882388ba314a61484ba79268bcc93675
MolecularMixture,Disease,,treats,Automat Robokop KG (trapi v-1.2.0),882388ba314a61484ba79268bcc93675
ComplexMolecularMixture,Disease,,ameliorates,Automat Robokop KG (trapi v-1.2.0),882388ba314a61484ba79268bcc93675
SmallMolecule,AnatomicalEntity,,ameliorates,Automat Robokop KG (trapi v-1.2.0),882388ba314a61484ba79268bcc93675
OrganismTaxon,CellularComponent,,ameliorates,Automat Robokop KG (trapi v-1.2.0),882388ba314a61484ba79268bcc93675
SmallMolecule,CellularComponent,,ameliorates,Automat Robokop KG (trapi v-1.2.0),882388ba314a61484ba79268bcc93675
ChemicalEntity,CellularComponent,,ameliorates,Automat Robokop KG (trapi v-1.2.0),882388ba314a61484ba79268bcc93675
MolecularMixture,CellularComponent,,ameliorates,Automat Robokop KG (trapi v-1.2.0),882388ba314a61484ba79268bcc93675
SmallMolecule,Cell,,ameliorates,Automat Robokop KG (trapi v-1.2.0),882388ba314a61484ba79268bcc93675
SmallMolecule,Protein,,treats,Automat Robokop KG (trapi v-1.2.0),882388ba314a61484ba79268bcc93675
SmallMolecule,Disease,,treats,Molecular Data Provider for NCATS Biomedical Translator,8f76fc8ae4cca70daa1a887265ec4073
SmallMolecule,PhenotypicFeature,,treats,Molecular Data Provider for NCATS Biomedical Translator,8f76fc8ae4cca70daa1a887265ec4073
